longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,total_rooms_per_person,bedrooms_per_room,income_per_person,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN,median_ces
-119.27,35.87,12,972,269.0,1134,286,1.63,0.8571428571428571,0.2767489711934156,0.001437389770723104,0,1,0,0,0,49500
-118.46,34.31,24,2920,601.0,1460,598,4.2708,2.0,0.20582191780821918,0.002925205479452055,1,0,0,0,0,218200
-117.04,32.77,26,4263,1037.0,2199,1010,2.734,1.9386084583901773,0.24325592305887872,0.0012432924056389268,1,0,0,0,0,148900
-122.24,37.55,3,6164,1175.0,2198,975,6.7413,2.8043676069153776,0.19062297209604154,0.003067015468607825,0,0,0,1,0,435900
-117.14,32.8,33,2670,435.0,1256,431,3.9417,2.125796178343949,0.16292134831460675,0.003138296178343949,0,0,0,0,1,179800
-117.67,34.1,28,1263,248.0,601,219,3.875,2.1014975041597337,0.19635787806809185,0.006447587354409318,0,1,0,0,0,174000
-117.35,33.2,32,1251,220.0,700,232,3.9875,1.7871428571428571,0.17585931254996004,0.005696428571428571,0,0,0,0,1,142900
-118.52,34.29,28,2272,320.0,868,312,7.7464,2.6175115207373274,0.14084507042253522,0.008924423963133641,1,0,0,0,0,474600
-122.08,37.38,36,1199,198.0,485,199,5.0796,2.4721649484536083,0.1651376146788991,0.01047340206185567,0,0,0,1,0,373400
-118.01,34.07,22,6311,1572.0,6666,1456,2.9334,0.9467446744674467,0.24908889241007764,0.00044005400540054004,0,1,0,0,0,182600
-121.45,38.57,48,1962,356.0,704,362,3.5313,2.7869318181818183,0.18144750254842,0.005016051136363636,0,1,0,0,0,147900
-118.22,34.19,31,4704,920.0,1895,886,4.9297,2.4823218997361476,0.195578231292517,0.002601424802110818,1,0,0,0,0,400000
-121.24,38.79,15,2615,485.0,1063,428,3.7904,2.460018814675447,0.18546845124282982,0.0035657572906867357,0,1,0,0,0,173200
-118.28,34.11,38,4453,1156.0,1830,1099,3.6181,2.433333333333333,0.2596002694812486,0.0019771038251366123,1,0,0,0,0,495600
-122.12,37.88,35,2785,362.0,1001,363,8.0448,2.7822177822177823,0.12998204667863555,0.008036763236763236,0,0,0,1,0,433300
-117.89,34.49,12,3449,598.0,1502,540,3.7043,2.296271637816245,0.1733835894462163,0.0024662450066577895,0,1,0,0,0,150800
-122.43,40.47,16,3552,704.0,1801,658,2.1496,1.9722376457523598,0.1981981981981982,0.0011935591338145474,0,1,0,0,0,97700
-117.92,33.74,13,4620,1265.0,3385,1109,3.1773,1.3648449039881831,0.27380952380952384,0.0009386410635155095,1,0,0,0,0,186500
-122.41,37.79,52,3610,1286.0,1504,1047,3.2059,2.4002659574468086,0.3562326869806094,0.0021315824468085107,0,0,0,1,0,500001
-117.95,34.05,35,1309,276.0,1113,253,4.375,1.1761006289308176,0.2108479755538579,0.003930817610062893,1,0,0,0,0,156500
-119.57,36.1,16,1461,400.0,1201,384,1.5727,1.2164862614487926,0.2737850787132101,0.0013094920899250624,0,1,0,0,0,54800
-117.03,32.79,31,2366,383.0,1077,387,4.2992,2.1968430826369545,0.16187658495350804,0.003991829155060353,1,0,0,0,0,174400
-118.97,36.06,26,1289,262.0,1100,244,1.975,1.1718181818181819,0.20325833979829325,0.0017954545454545456,0,1,0,0,0,51400
-117.25,32.72,36,2632,450.0,2038,419,6.5319,1.2914622178606476,0.17097264437689969,0.003205053974484789,0,0,0,0,1,345800
-118.48,34.16,30,3507,536.0,1427,525,6.7082,2.4576033637000703,0.15283718277730254,0.004700911002102313,1,0,0,0,0,500001
-118.09,33.98,39,936,194.0,691,211,3.6875,1.3545586107091172,0.20726495726495728,0.005336468885672937,1,0,0,0,0,169500
-121.93,37.32,51,2711,728.0,1607,724,3.0,1.6869943995021779,0.2685355957211361,0.001866832607342875,1,0,0,0,0,184700
-118.31,33.75,34,2338,393.0,1031,373,6.287,2.267701260911736,0.1680923866552609,0.0060979631425800195,0,0,0,0,1,396400
-118.31,33.83,50,696,311.0,382,234,2.775,1.8219895287958114,0.4468390804597701,0.007264397905759162,1,0,0,0,0,225000
-117.49,33.93,26,2970,576.0,2156,558,3.9522,1.3775510204081634,0.19393939393939394,0.001833116883116883,0,1,0,0,0,124600
-122.28,37.83,52,1511,390.0,901,403,1.4103,1.677025527192009,0.25810721376571805,0.001565260821309656,0,0,0,1,0,103900
-121.61,38.38,37,1365,276.0,952,268,4.037,1.4338235294117647,0.2021978021978022,0.004240546218487395,0,1,0,0,0,156900
-122.48,37.69,42,2993,512.0,1594,546,4.4821,1.8776662484316187,0.17106582024724357,0.0028118569636135507,0,0,0,0,1,252400
-118.22,34.19,36,2443,492.0,1115,493,3.9777,2.1910313901345293,0.20139173147769138,0.003567443946188341,1,0,0,0,0,409800
-120.26,38.13,17,301,94.0,122,47,4.0583,2.4672131147540983,0.3122923588039867,0.033264754098360654,0,1,0,0,0,87500
-121.83,37.38,15,4430,992.0,3278,1018,4.5533,1.3514338010982305,0.22392776523702032,0.0013890482001220257,1,0,0,0,0,209900
-121.82,37.36,33,1624,337.0,1412,323,4.0385,1.1501416430594902,0.20751231527093597,0.0028601274787535412,1,0,0,0,0,167600
-120.69,37.59,27,1170,227.0,660,222,2.3906,1.7727272727272727,0.19401709401709402,0.0036221212121212124,0,1,0,0,0,81800
-117.67,33.67,5,10534,2035.0,4656,1863,5.7797,2.2624570446735395,0.19318397569774065,0.0012413445017182131,1,0,0,0,0,309200
-117.4,33.95,43,633,166.0,292,135,1.1601,2.1678082191780823,0.26224328593996843,0.0039729452054794515,0,1,0,0,0,121400
-122.01,36.97,35,1605,392.0,743,382,2.5368,2.1601615074024227,0.2442367601246106,0.0034142664872139974,0,0,0,0,1,240000
-122.42,37.73,48,1474,308.0,998,330,4.0781,1.4769539078156313,0.208955223880597,0.004086272545090181,0,0,0,1,0,250300
-118.34,33.99,48,1172,205.0,497,190,3.825,2.358148893360161,0.17491467576791808,0.007696177062374246,1,0,0,0,0,183000
-117.99,33.69,16,1476,294.0,886,270,5.3259,1.6659142212189617,0.1991869918699187,0.0060111738148984194,1,0,0,0,0,216400
-117.28,34.16,26,2469,532.0,1068,501,1.9832,2.311797752808989,0.21547185095180235,0.0018569288389513109,0,1,0,0,0,122100
-118.14,33.84,45,1908,361.0,890,342,4.575,2.143820224719101,0.18920335429769392,0.005140449438202247,1,0,0,0,0,336000
-117.71,33.49,5,1680,254.0,617,231,8.583,2.7228525121555918,0.15119047619047618,0.013910858995137764,1,0,0,0,0,397700
-116.95,33.97,14,5320,974.0,1947,843,3.1393,2.7324088341037496,0.1830827067669173,0.0016123780174627633,0,1,0,0,0,116300
-120.64,35.65,9,3466,673.0,2356,619,2.9926,1.471137521222411,0.19417195614541258,0.0012702037351443123,1,0,0,0,0,158200
-122.86,38.62,35,2597,522.0,1231,499,2.7432,2.1096669374492283,0.20100115517905276,0.0022284321689683183,1,0,0,0,0,174000
-121.42,38.63,42,1385,273.0,740,274,2.6055,1.8716216216216217,0.19711191335740072,0.0035209459459459463,0,1,0,0,0,78000
-118.13,33.93,34,2122,517.0,1578,488,3.1496,1.3447401774397971,0.24363807728557965,0.0019959442332065907,1,0,0,0,0,191900
-117.86,34.09,29,3855,585.0,2205,609,5.5496,1.748299319727891,0.1517509727626459,0.0025168253968253966,1,0,0,0,0,218200
-119.35,36.22,32,1290,304.0,852,309,1.4429,1.5140845070422535,0.23565891472868217,0.0016935446009389672,0,1,0,0,0,54600
-118.09,34.15,46,271,74.0,150,55,2.2321,1.8066666666666666,0.2730627306273063,0.014880666666666667,0,1,0,0,0,237500
-118.31,35.74,18,2327,642.0,799,335,1.8419,2.9123904881101375,0.2758917060593038,0.002305256570713392,0,1,0,0,0,92300
-121.01,37.64,36,1981,507.0,1998,468,1.9013,0.9914914914914915,0.25593134780413934,0.0009516016016016016,0,1,0,0,0,69900
-121.4,38.53,38,152,30.0,65,35,0.9274,2.3384615384615386,0.19736842105263158,0.014267692307692308,0,1,0,0,0,67500
-119.0,35.36,39,896,217.0,805,197,1.25,1.1130434782608696,0.2421875,0.0015527950310559005,0,1,0,0,0,42500
-121.9,38.03,51,2982,689.0,1831,608,2.0034,1.6286182413981432,0.23105298457411133,0.0010941561987984707,0,1,0,0,0,87700
-122.42,37.75,52,1974,525.0,935,465,2.7173,2.1112299465240643,0.26595744680851063,0.0029062032085561493,0,0,0,1,0,300000
-122.79,38.54,5,3986,737.0,1887,687,3.7768,2.1123476417594063,0.18489713998996488,0.0020014838367779543,1,0,0,0,0,213800
-118.15,33.98,17,3361,925.0,3264,914,2.2813,1.029718137254902,0.27521570961023506,0.0006989276960784313,1,0,0,0,0,145600
-120.45,34.64,34,2571,499.0,1105,451,3.7778,2.3266968325791857,0.1940879035394788,0.003418823529411765,0,0,0,0,1,150000
-118.27,34.0,43,1258,381.0,1276,358,1.8917,0.9858934169278997,0.30286168521462636,0.0014825235109717867,1,0,0,0,0,106900
-117.1,33.15,5,3159,685.0,1398,581,3.1467,2.259656652360515,0.21684077239632796,0.0022508583690987126,1,0,0,0,0,161100
-118.19,33.8,38,2010,595.0,1535,525,1.9848,1.3094462540716612,0.2960199004975124,0.001293029315960912,0,0,0,0,1,160400
-121.74,37.3,12,1961,280.0,985,269,6.7159,1.9908629441624366,0.14278429372768994,0.006818172588832488,1,0,0,0,0,362700
-117.9,33.63,28,2370,352.0,832,347,7.1148,2.8485576923076925,0.14852320675105485,0.008551442307692307,1,0,0,0,0,500001
-120.94,37.58,19,1549,369.0,770,370,2.0493,2.0116883116883115,0.23821820529373788,0.0026614285714285715,0,1,0,0,0,99500
-118.16,33.79,26,3061,844.0,2135,769,2.875,1.4337236533957844,0.2757268866383535,0.0013466042154566746,0,0,0,0,1,164000
-118.41,34.09,37,2716,302.0,809,291,15.0001,3.357231149567367,0.11119293078055964,0.018541532756489492,1,0,0,0,0,500001
-122.27,37.77,52,1710,481.0,849,457,2.7115,2.0141342756183747,0.28128654970760236,0.0031937573616018845,0,0,0,1,0,220800
-118.11,34.08,30,2350,472.0,945,467,3.3421,2.486772486772487,0.20085106382978724,0.0035366137566137565,1,0,0,0,0,201000
-121.82,37.32,10,2506,623.0,2634,622,3.135,0.9514047076689446,0.24860335195530725,0.0011902050113895217,1,0,0,0,0,231400
-121.31,38.03,18,4893,1008.0,3036,997,2.5212,1.6116600790513833,0.20600858369098712,0.0008304347826086956,0,1,0,0,0,110000
-117.02,32.71,20,4050,745.0,2870,761,3.7366,1.411149825783972,0.18395061728395062,0.001301951219512195,0,0,0,0,1,121800
-117.07,32.74,37,1042,205.0,589,208,2.6629,1.769100169779287,0.1967370441458733,0.004521052631578947,0,0,0,0,1,116900
-124.09,40.55,24,2978,553.0,1370,480,2.7644,2.1737226277372264,0.18569509738079248,0.0020178102189781022,1,0,0,0,0,97300
-121.49,38.55,52,2515,460.0,836,442,3.3844,3.0083732057416266,0.18290258449304175,0.004048325358851674,0,1,0,0,0,151100
-118.03,34.1,30,2773,634.0,1376,540,2.7857,2.015261627906977,0.2286332491886044,0.0020244912790697675,0,1,0,0,0,201700
-115.56,32.76,15,1278,217.0,653,185,4.4821,1.9571209800918836,0.1697965571205008,0.00686385911179173,0,1,0,0,0,140300
-122.2,37.79,35,1802,459.0,1009,390,2.3036,1.7859266600594648,0.25471698113207547,0.0022830525272547076,0,0,0,1,0,126000
-117.66,33.65,13,8527,1364.0,4597,1393,6.2242,1.8549053730693932,0.1599624721472968,0.0013539699804220142,1,0,0,0,0,237900
-118.2,33.81,47,2347,437.0,1219,420,5.3096,1.9253486464315013,0.1861951427354069,0.004355701394585726,0,0,0,0,1,209900
-118.06,34.17,38,2726,398.0,1059,380,7.2419,2.574126534466478,0.14600146735143066,0.006838432483474976,0,1,0,0,0,410400
-117.18,32.7,44,2655,514.0,1102,489,3.6759,2.4092558983666064,0.1935969868173258,0.0033356624319419237,0,0,0,0,1,368800
-118.11,33.83,36,1820,313.0,899,295,4.918,2.024471635150167,0.17197802197802198,0.005470522803114572,1,0,0,0,0,225200
-117.03,32.69,8,2460,397.0,1784,390,4.5662,1.3789237668161436,0.1613821138211382,0.002559529147982063,0,0,0,0,1,175500
